idade,renda_mensal,historico_credito,tempo_emprego,tipo_residencia,estado_civil,numero_dependentes,valor_solicitado,finalidade_credito,risco
65,3531.91,Excelente,10,Própria,Casado,2,20210.16,Pessoal,Baixo Risco
34,3963.25,Bom,13,Financiada,Casado,2,13314.64,Veículo,Baixo Risco
43,6053.32,Ruim,4,Própria,Casado,1,6323.27,Pessoal,Alto Risco
53,3861.13,Bom,5,Financiada,Solteiro,2,1000.0,Imóvel,Baixo Risco
18,7402.52,Excelente,9,Financiada,Divorciado,1,1855.81,Educação,Baixo Risco
25,4348.26,Excelente,7,Financiada,Casado,0,13953.28,Educação,Baixo Risco
66,1000.0,Ruim,13,Alugada,Solteiro,1,31855.28,Imóvel,Alto Risco
52,4630.01,Regular,23,Própria,Casado,3,1000.0,Veículo,Baixo Risco
69,4071.74,Bom,2,Própria,Casado,3,20601.74,Veículo,Alto Risco
32,5434.63,Ruim,11,Alugada,Solteiro,1,9578.28,Pessoal,Baixo Risco
64,4509.77,Ruim,15,Própria,Casado,0,12316.04,Veículo,Alto Risco
39,3292.32,Bom,22,Financiada,Solteiro,4,7498.41,Pessoal,Baixo Risco
31,1663.55,Regular,16,Própria,Casado,3,4060.49,Educação,Baixo Risco
43,3186.47,Regular,0,Própria,Divorciado,2,16005.1,Negócio,Alto Risco
45,2224.22,Regular,22,Própria,Solteiro,1,17102.43,Veículo,Alto Risco
40,2629.21,Excelente,9,Própria,Casado,3,20346.72,Imóvel,Baixo Risco
31,4382.87,Ruim,24,Alugada,Divorciado,2,1518.05,Pessoal,Baixo Risco
41,6004.86,Regular,22,Financiada,Viúvo,1,21991.78,Imóvel,Baixo Risco
19,4092.01,Bom,9,Alugada,Casado,0,22134.46,Imóvel,Baixo Risco
62,1706.18,Bom,20,Financiada,Casado,2,18395.95,Veículo,Alto Risco
43,4166.9,Excelente,23,Financiada,Casado,1,11632.31,Pessoal,Baixo Risco
31,5294.95,Excelente,1,Financiada,Divorciado,0,17467.45,Educação,Baixo Risco
68,2585.33,Regular,8,Própria,Divorciado,3,13716.41,Imóvel,Alto Risco
24,3298.97,Excelente,21,Financiada,Solteiro,0,22748.13,Educação,Baixo Risco
20,3522.03,Bom,12,Própria,Casado,2,12067.65,Educação,Baixo Risco
64,2322.65,Regular,24,Própria,Casado,0,15864.2,Negócio,Alto Risco
40,4472.42,Excelente,15,Alugada,Casado,2,1093.42,Pessoal,Baixo Risco
63,3318.58,Ruim,17,Própria,Casado,1,17442.4,Pessoal,Alto Risco
60,4129.3,Bom,18,Própria,Casado,1,9003.56,Veículo,Baixo Risco
64,2168.76,Bom,11,Própria,Viúvo,2,19099.73,Pessoal,Alto Risco
62,2843.81,Bom,7,Própria,Solteiro,1,21307.4,Veículo,Alto Risco
35,4583.57,Bom,16,Familiar,Solteiro,1,10120.22,Imóvel,Baixo Risco
55,2940.75,Excelente,14,Própria,Casado,1,15249.51,Imóvel,Baixo Risco
